"","word","freq"
"1533","celeb",37
"1534","celebrate",1293
"1535","celebrated",306
"1536","celebrates",164
"1537","celebrating",630
"1538","celebration",718
"1539","celebrations",87
"1540","celebrities",239
"1541","celebrity",544
"1542","cell",913
"1543","cellphone",224
"1544","cellphones",21
"1545","cells",253
"1546","celtics",461
"1547","cemetery",184
"1548","census",301
"1549","cent",245
"1550","centennial",184
"1551","center",7279
"1552","center's",146
"1553","centered",190
"1554","centerpiece",78
"1555","centers",705
"1556","central",2112
"1557","cents",912
"1558","centuries",78
"1559","century",1032
"1560","ceo",1150
"1561","cereal",185
"1562","ceremony",579
"1563","certain",1564
"1564","certainly",1397
"1565","certificate",213
"1566","certification",132
"1567","certified",344
"1568","chad",230
"1569","chain",643
"1570","chains",183
"1571","chair",706
"1572","chairman",1288
"1573","chairs",424
"1574","chairwoman",82
"1575","challenge",1665
"1576","challenged",308
"1577","challenger",153
"1578","challenges",720
"1579","challenging",428
"1580","chamber",515
"1581","chambers",217
"1582","champ",231
"1583","champagne",339
"1584","champion",815
"1585","champions",435
"1586","championship",1534
"1587","championships",473
"1588","champs",178
"1589","chance",3896
"1590","chancellor",94
"1591","chances",762
"1592","chandler",326
"1593","change",5942
"1594","changed",1772
"1595","changes",2062
"1596","changing",1061
"1597","channel",988
"1598","channels",197
"1599","chanting",47
"1600","chaos",231
"1601","chapel",169
"1602","chapman",120
"1603","chapter",743
"1604","chapters",83
"1605","character",1274
"1606","characters",877
"1607","charge",1580
"1608","charged",1735
"1609","charger",118
"1610","chargers",274
"1611","charges",1833
"1612","charging",314
"1613","charities",159
"1614","charity",529
"1615","charles",1365
"1616","charleston",80
"1617","charlie",553
"1618","charlotte",434
"1619","charm",202
"1620","charming",218
"1621","chart",252
"1622","charter",693
"1623","charts",198
"1624","chase",684
"1625","chased",101
"1626","chasing",276
"1627","chat",986
"1628","chatter",18
"1629","chatting",177
"1630","chavez",159
"1631","cheap",706
"1632","cheaper",328
"1633","cheat",180
"1634","cheating",272
"1635","check",7490
"1636","checked",770
"1637","checking",926
"1638","checkout",142
"1639","checks",492
"1640","cheddar",110
"1641","cheek",103
"1642","cheer",430
"1643","cheering",220
"1644","cheers",728
"1645","cheese",1821
"1646","cheeseburger",18
"1647","cheeses",128
"1648","cheesy",127
"1649","chef",1010
"1650","chefs",279
"1651","chelsea",280
"1652","chemical",209
"1653","chemicals",201
"1654","chemistry",298
"1655","chen",381
"1656","cherry",490
"1657","chesapeake",131
"1658","chess",77
"1659","chest",481
"1660","chester",68
"1661","chesterfield",161
"1662","chevrolet",193
"1663","chevy",136
"1664","chew",102
"1665","chewing",77
"1666","chi",337
"1667","chic",139
"1668","chicago",3748
"1669","chicago's",188
"1670","chick",516
"1671","chicken",1906
"1672","chickens",148
"1673","chicks",205
"1674","chief",2770
"1675","chiefs",259
"1676","child",3098
"1677","child's",199
"1678","childhood",527
"1679","childish",18
"1680","children",4958
"1681","children's",719
"1682","chile",257
"1683","chili",307
"1684","chill",651
"1685","chillin",328
"1686","chilling",232
"1687","chilly",177
"1688","chin",179
"1689","china",1347
"1690","china's",207
"1691","chinese",1207
"1692","chip",494
"1693","chipotle",194
"1694","chips",495
"1695","cho",63
"1696","chocolate",1622
"1697","choice",2058
"1698","choices",755
"1699","choir",260
"1700","choke",86
"1701","cholesterol",322
"1702","choo",19
"1703","choose",1415
"1704","choosing",313
"1705","chop",175
"1706","chopped",315
"1707","chorus",230
"1708","chose",606
"1709","chosen",463
"1710","chris",2613
"1711","christ",497
"1712","christian",977
"1713","christians",149
"1714","christie",1639
"1715","christina",232
"1716","christine",206
"1717","christmas",2450
"1718","christopher",461
"1719","chrome",176
"1720","chronic",242
"1721","chronicle",198
"1722","chrysler",416
"1723","chuck",568
"1724","chunk",144
"1725","chunks",123
"1726","church",2601
"1727","churches",257
"1728","churchill",181
"1729","cia",148
"1730","cigar",37
"1731","cigarette",183
"1732","cigarettes",162
"1733","cilantro",63
"1734","cincinnati",514
"1735","cinco",413
"1736","cindy",118
"1737","cinema",124
"1738","cinnamon",260
"1739","circle",703
"1740","circles",223
"1741","circuit",487
"1742","circumstances",483
"1743","circus",230
"1744","cited",516
"1745","cities",1310
"1746","citing",333
"1747","citizen",415
"1748","citizens",892
"1749","citizenship",169
"1750","citrus",200
"1751","city",14783
"1752","city's",1369
"1753","civic",345
"1754","civil",1147
"1755","civilian",173
"1756","clackamas",198
"1757","claim",933
"1758","claimed",584
"1759","claiming",297
"1760","claims",1067
"1761","clair",102
"1762","claire",141
"1763","clara",186
"1764","clarify",96
"1765","clarity",162
"1766","clark",763
"1767","clash",112
"1768","class",6275
"1769","classes",1399
"1770","classic",1353
"1771","classical",208
"1772","classics",168
"1773","classmates",139
"1774","classroom",472
"1775","classrooms",158
"1776","classy",320
"1777","clause",134
"1778","clay",292
"1779","clayton",303
"1780","clean",1793
"1781","cleaned",189
"1782","cleaner",149
"1783","cleaning",761
"1784","cleanup",185
"1785","clear",2565
"1786","cleared",334
"1787","clearing",158
"1788","clearly",1179
"1789","clemens",208
"1790","clerk",238
"1791","cleveland",3989
"1792","cleveland's",259
"1793","clever",300
"1794","click",597
"1795","clicking",63
"1796","client",890
"1797","clients",961
"1798","cliff",228
"1799","climate",360
"1800","climb",373
"1801","climbed",225
"1802","climbing",250
"1803","clinic",634
"1804","clinical",244
"1805","clinton",538
"1806","clip",223
"1807","clippers",544
"1808","clips",185
"1809","clock",580
"1810","clocks",18
"1811","close",4721
"1812","closed",1983
"1813","closely",434
"1814","closer",1236
"1815","closes",207
"1816","closest",229
"1817","closet",336
"1818","closing",980
"1819","closure",233
"1820","clothes",930
"1821","clothing",570
"1822","cloud",535
"1823","clouds",268
"1824","cloudy",227
"1825","clown",162
"1826","club",3426
"1827","clubhouse",152
"1828","clubs",414
"1829","clue",359
"1830","clues",55
"1831","clutch",221
"1832","cnn",272
"1833","coach",5223
"1834","coached",240
"1835","coachella",108
"1836","coaches",1065
"1837","coaching",697
"1838","coal",376
"1839","coalition",428
"1840","coast",1481
"1841","coastal",153
"1842","coaster",119
"1843","coat",309
"1844","coats",40
"1845","cobb",47
"1846","cocktail",501
"1847","cocktails",340
"1848","coco",77
"1849","coconut",254
"1850","cod",147
"1851","code",1233
"1852","codes",227
"1853","coding",18
"1854","cody",326
"1855","coffee",3029
"1856","cohen",204
"1857","coincidence",140
"1858","coke",263
"1859","col",70
"1860","cola",134
"1861","cold",2375
"1862","cole",347
"1863","coleman",212
"1864","colin",145
"1865","coliseum",114
"1866","collaborate",128
"1867","collaboration",335
"1868","collaborative",115
"1869","collapse",281
"1870","collapsed",194
"1871","collar",155
"1872","colleague",211
"1873","colleagues",499
"1874","collect",403
"1875","collected",405
"1876","collecting",284
"1877","collection",1082
"1878","collections",202
"1879","collective",430
"1880","collectively",108
"1881","collector",79
"1882","collectors",131
"1883","college",5018
"1884","colleges",379
"1885","collegiate",108
"1886","collins",518
"1887","collinsville",100
"1888","collision",171
"1889","colo",57
"1890","colombia",123
"1891","colonial",145
"1892","color",1478
"1893","colorado",1378
"1894","colored",328
"1895","colorful",261
"1896","colors",575
"1897","colt",185
"1898","colts",448
"1899","columbia",702
"1900","columbus",788
"1901","column",518
"1902","columnist",155
"1903","columns",100
"1904","com",7502
"1905","coma",56
"1906","combat",338
"1907","combination",523
"1908","combine",464
"1909","combined",812
"1910","combining",100
"1911","combo",267
"1912","comcast",212
"1913","come",17218
"1914","comeback",357
"1915","comedian",164
"1916","comedy",969
"1917","comes",4273
"1918","comfort",466
"1919","comfortable",869
"1920","comic",526
"1921","comics",213
"1922","comin",270
"1923","coming",8262
"1924","command",371
"1925","commander",212
"1926","commencement",82
"1927","comment",2025
"1928","commentary",187
"1929","comments",1151
"1930","commerce",528
"1931","commercial",1536
"1932","commercials",462
"1933","commission",1486
"1934","commission's",41
"1935","commissioner",820
"1936","commissioners",315
"1937","commit",398
"1938","commitment",658
"1939","commitments",110
"1940","committed",863
"1941","committee",2367
"1942","committees",210
"1943","committing",126
"1944","common",1554
"1945","commonly",131
"1946","commons",65
"1947","commonwealth",17
"1948","communicate",232
"1949","communicating",40
"1950","communication",488
"1951","communications",502
"1952","communities",808
"1953","community",5235
"1954","commute",177
"1955","commuters",98
"1956","comp",159
"1957","compact",216
"1958","companies",3152
"1959","companion",149
"1960","company",7095
"1961","company's",955
"1962","comparable",128
"1963","compare",301
"1964","compared",1054
"1965","compares",77
"1966","comparing",135
"1967","comparison",254
"1968","compassion",169
"1969","compelling",222
"1970","compensation",433
"1971","compete",688
"1972","competed",95
"1973","competing",446
"1974","competition",1360
"1975","competitive",650
"1976","competitor",140
"1977","competitors",251
"1978","compiled",139
"1979","complain",432
"1980","complained",295
"1981","complaining",370
"1982","complaint",474
"1983","complaints",490
"1984","complete",1780
"1985","completed",818
"1986","completely",1408
"1987","completing",158
"1988","completion",220
"1989","complex",998
"1990","complexity",98
"1991","compliance",195
"1992","complicated",452
"1993","compliment",259
"1994","complimentary",136
"1995","compliments",56
"1996","comply",187
"1997","component",152
"1998","components",145
"1999","composed",78
"2000","compound",135
"2001","comprehensive",281
"2002","compromise",365
"2003","computer",1693
"2004","computers",460
"2005","con",244
"2006","conceded",94
"2007","concentrate",164
"2008","concentrated",77
"2009","concentration",120
"2010","concept",641
"2011","concepts",126
"2012","concern",806
"2013","concerned",997
"2014","concerning",138
"2015","concerns",1106
"2016","concert",1791
"2017","concerts",317
"2018","concessions",160
"2019","concluded",311
"2020","conclusion",294
"2021","conclusions",101
"2022","concrete",360
"2023","concussion",241
"2024","condemned",35
"2025","condition",809
"2026","conditioning",241
"2027","conditions",849
"2028","condo",87
"2029","condolences",108
"2030","conduct",537
"2031","conducted",404
"2032","conducting",147
"2033","conductor",79
"2034","conf",145
"2035","conference",3789
"2036","conferences",183
"2037","confession",113
"2038","confidence",939
"2039","confident",613
"2040","confidential",139
"2041","confirm",294
"2042","confirmation",162
"2043","confirmed",678
"2044","conflict",388
"2045","conflicts",138
"2046","confront",36
"2047","confrontation",81
"2048","confronted",115
"2049","confuse",38
"2050","confused",639
"2051","confusing",243
"2052","confusion",210
"2053","congrats",3430
"2054","congratulations",1199
"2055","congress",1516
"2056","congressional",651
"2057","congressman",221
"2058","conn",75
"2059","connect",815
"2060","connected",587
"2061","connecticut",305
"2062","connecting",307
"2063","connection",858
"2064","connections",348
"2065","connects",67
"2066","connor",84
"2067","conscience",99
"2068","conscious",189
"2069","consciousness",58
"2070","consecutive",661
"2071","consensus",199
"2072","consent",205
"2073","consequences",329
"2074","conservation",259
"2075","conservative",838
"2076","conservatives",265
"2077","consider",1657
"2078","considerable",126
"2079","consideration",257
"2080","considered",1379
"2081","considering",968
"2082","considers",189
"2083","consistency",169
"2084","consistent",419
"2085","consistently",328
"2086","consists",127
"2087","conspiracy",294
"2088","constant",386
"2089","constantly",486
"2090","constituents",152
"2091","constitution",445
"2092","constitutional",332
"2093","constructed",137
"2094","construction",1527
"2095","consult",21
"2096","consultant",401
"2097","consultants",145
"2098","consulting",315
"2099","consume",137
"2100","consumed",158
"2101","consumer",969
"2102","consumers",1096
"2103","consuming",134
"2104","consumption",193
"2105","cont",141
"2106","contact",2032
"2107","contacted",317
"2108","contacts",242
"2109","contagious",61
"2110","contain",293
"2111","contained",216
"2112","container",185
"2113","containers",98
"2114","containing",120
"2115","contains",306
"2116","contemporary",394
"2117","contend",78
"2118","contender",104
"2119","contenders",113
"2120","contends",104
"2121","content",1323
"2122","contention",104
"2123","contest",1151
"2124","contests",206
"2125","context",318
"2126","continental",259
"2127","contingent",40
"2128","continue",2616
"2129","continued",1154
"2130","continues",1100
"2131","continuing",543
"2132","contract",1994
"2133","contractor",228
"2134","contractors",286
"2135","contracts",718
"2136","contrast",342
"2137","contribute",382
"2138","contributed",662
"2139","contributing",176
"2140","contribution",247
"2141","contributions",491
"2142","contributors",17
"2143","control",2762
"2144","controlled",483
"2145","controlling",155
"2146","controls",259
"2147","controversial",374
"2148","controversy",309
"2149","convenience",159
"2150","convenient",195
"2151","convention",650
"2152","conventional",189
"2153","conversation",1284
"2154","conversations",512
"2155","convert",170
"2156","converted",183
"2157","convicted",543
"2158","conviction",302
"2159","convictions",157
"2160","convince",321
"2161","convinced",422
"2162","convincing",135
"2163","convo",236
"2164","cook",1358
"2165","cookbook",88
"2166","cooked",470
"2167","cookie",433
"2168","cookies",694
"2169","cooking",1048
"2170","cooks",177
"2171","cool",5943
"2172","cooler",262
"2173","coolest",229
"2174","cooling",138
"2175","cooper",371
"2176","cooperate",83
"2177","cooperating",20
"2178","cooperation",189
"2179","coordinate",57
"2180","coordinator",520
"2181","cop",367
"2182","cope",126
"2183","copies",260
"2184","copper",180
"2185","cops",436
"2186","copy",844
"2187","copyright",167
"2188","core",737
"2189","corey",223
